name,first_name,last_name,original_title,department,area,university,email,rank
Veronica Guerrieri,Veronica,Guerrieri,Ronald E. Tarrson Distinguished Service Professor of Economics and Willard Graham Faculty Scholar,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Chang-Tai Hsieh,Chang-Tai,Hsieh,Phyllis and Irwin Winkelried Distinguished Service Professor of Economics and PCL Faculty Scholar,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Kilian Huber,Kilian,Huber,Dawson Family Professor of Economics and Wallman Society of Fellows,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Erik Hurst,Erik,Hurst,"Roman Family Distinguished Service Professor of Economics, Senior Advisor of the Becker Friedman Institute, and John E. Jeuck Faculty Fellow",Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Randall S. Kroszner,Randall,Kroszner,Norman R. Bobins Professor of Economics,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Guido Lorenzoni,Guido,Lorenzoni,Robert W. Fogel Distinguished Service Professor of Economics,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Brent Neiman,Brent,Neiman,Edward Eagle Brown Professor of Economics,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Christina Patterson,Christina,Patterson,Associate Professor of Economics and Robert King Steel Faculty Fellow,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Associate
Elisa Rubbo,Elisa,Rubbo,Assistant Professor of Economics and Liew Family Junior Faculty Fellow,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Assistant
Joseph Vavra,Joseph,Vavra,William H. Abbott Professor of Economics,Macroeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Daniel Bartels,Daniel,Bartels,Robert S. Hamada Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Pradeep K. Chintagunta,Pradeep,Chintagunta,Joseph T. and Bernice S. Lewis Distinguished Service Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Giovanni Compiani,Giovanni,Compiani,Associate Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Associate
Sanjay K. Dhar,Sanjay,Dhar,"James M. Kilts, Jr. Professor of Marketing",Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Berkeley J. Dietvorst,Berkeley,Dietvorst,Associate Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Associate
Kristin Donnelly,Kristin,Donnelly,Assistant Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Assistant
Jean-Pierre Dubé,Jean-Pierre,Dubé,James M. Kilts Distinguished Service Professor of Marketing and Charles E. Merrill Faculty Scholar,Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Tom Hafen,Tom,Hafen,Adjunct Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Adjunct
Guenter J. Hitsch,Guenter,Hitsch,Kilts Family Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Beidi Hu,Beidi,Hu,Assistant Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Assistant
Malika Korganbekova,Malika,Korganbekova,Assistant Professor of Marketing and Fishman Faculty Fellow,Marketing,Marketing,University of Chicago (Booth School of Business),,Assistant
Andreas Kraft,Andreas,Kraft,Assistant Professor of Marketing and Asness Junior Faculty Fellow,Marketing,Marketing,University of Chicago (Booth School of Business),,Assistant
Christopher E. Krohn,Christopher,Krohn,Adjunct Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Adjunct
John J. McKinney,John,McKinney,Adjunct Associate Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Adjunct
Lil Mohan,Lil,Mohan,Adjunct Associate Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Adjunct
Federico Rossi,Federico,Rossi,Visiting Associate Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Visiting
Bradley Shapiro,Bradley,Shapiro,Chicago Board of Trade Professor of Marketing and True North Faculty Scholar,Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Stephanie Smith,Stephanie,Smith,Assistant Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Assistant
Avner Strulov-Shlain,Avner,Strulov-Shlain,Associate Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Associate
Abigail Sussman,Abigail,Sussman,V. Duane Rath Professor of Marketing and Beatrice Foods Co. Faculty Scholar,Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Anshuman Taneja,Anshuman,Taneja,Adjunct Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Adjunct
Craig A. Terrill,Craig,Terrill,Adjunct Associate Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Adjunct
Oleg Urminsky,Oleg,Urminsky,Theodore O. Yntema Professor of Marketing,Marketing,Marketing,University of Chicago (Booth School of Business),,Professor
Milena Almagro,Milena,Almagro,Associate Professor of Economics and George G. Rinder Faculty Fellow,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Associate
Marianne Bertrand,Marianne,Bertrand,Chris P. Dialynas Distinguished Service Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Eric Budish,Eric,Budish,Paul G. McDermott Professor of Economics and Entrepreneurship and Centel Foundation/Robert P. Reuss Faculty Scholar,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Christopher Campos,Christopher,Campos,Assistant Professor of Economics and John E. Jeuck Faculty Fellow,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Assistant
Jacob Conway,Jacob,Conway,Assistant Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Assistant
Rebecca Dizon-Ross,Rebecca,Dizon-Ross,Associate Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Associate
Tomas Dominguez-Iino,Tomas,Dominguez-Iino,Research Assistant Professor,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Assistant
Alexander P. Frankel,Alexander,Frankel,Isidore Brown and Gladys J. Brown Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Luis Garicano,Luis,Garicano,Visiting Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Visiting
Michael Gibbs,Michael,Gibbs,Konstantin Sokolov Clinical Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Clinical Professor
Richard Hornbeck,Richard,Hornbeck,John P. Gould Professor of Economics and Neubauer Family Faculty Fellow,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Anders Humlum,Anders,Humlum,Assistant Professor of Economics and Fujimori/Mou Faculty Scholar,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Assistant
Emir Kamenica,Emir,Kamenica,Richard O. Ryan Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Stacey Kole,Stacey,Kole,Adjunct Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Adjunct
Jacob Leshno,Jacob,Leshno,Associate Professor of Economics and Robert H. Topel Faculty Scholar,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Associate
Andrew McClellan,Andrew,McClellan,Associate Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Associate
Virginia Minni,Virginia,Minni,Assistant Professor of Economics and Asness Junior Faculty Fellow,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Assistant
Jack Mountjoy,Jack,Mountjoy,Associate Professor of Economics and Robert H. Topel Faculty Scholar,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Associate
Matthew Notowidigdo,Matthew,Notowidigdo,David McDaniel Keller Professor of Economics and Business and Public Policy Fellow,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Agathe Pernoud,Agathe,Pernoud,Assistant Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Assistant
Canice Prendergast,Canice,Prendergast,W. Allen Wallis Distinguished Service Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Heather Sarsons,Heather,Sarsons,Associate Professor of Economics and William Ladany Faculty Scholar,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Associate
Ram Shivakumar,Ram,Shivakumar,Adjunct Professor of Economics and Strategy,"Microeconomics, Strategy and Leadership","Business Econ and Policy, Strategy",University of Chicago (Booth School of Business),,Adjunct
Lars Stole,Lars,Stole,David W. Johnson Professor of Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Chad Syverson,Chad,Syverson,George C. Tiao Distinguished Service Professor of  Economics,Microeconomics,Business Econ and Policy,University of Chicago (Booth School of Business),,Professor
Dan Adelman,Dan,Adelman,"Charles I. Clough, Jr. Professor of Operations Management",Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Professor
Philipp Afèche,Philipp,Afèche,Visiting Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Visiting
John R. Birge,John,Birge,Hobart W. Williams Distinguished Service Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Professor
Rene Caldentey,Rene,Caldentey,Eli B. and Harriet B. Williams Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Professor
Ozan Candogan,Ozan,Candogan,Nicholson Family Professor of Operations Management in the Wallman Society of Fellows,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Professor
Sergio Chayet,Sergio,Chayet,Visiting Assistant Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Visiting
Levi DeValve,Levi,DeValve,Associate Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Associate
Donald D. Eisenstein,Donald,Eisenstein,Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Professor
X.Y. Han,X.Y.,Han,Assistant Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Assistant
Rad Niazadeh,Rad,Niazadeh,Associate Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Associate
Burhaneddin Sandikci,Burhaneddin,Sandikci,Visiting Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Visiting
Bahar Taskesen,Bahar,Taskesen,Assistant Professor of Operations Management and Liew Family Junior Faculty Fellow,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Assistant
Amy Ward,Amy,Ward,Rothman Family Professor of Operations Management and Charles M. Harper Faculty Fellow,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Professor
Yuan Zhong,Yuan,Zhong,Associate Professor of Operations Management,Operations Management,Production and Operations,University of Chicago (Booth School of Business),,Associate
James Carmichael,James,Carmichael,Adjunct Assistant Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Christine Carpenter,Christine,Carpenter,Clinical Professor of Leadership,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Dennis H. Chookaszian,Dennis,Chookaszian,Adjunct Professor of Strategic Management,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Hugh Cole,Hugh,Cole,Adjunct Assistant Professor of Leadership,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Chris Collins,Chris,Collins,Clinical Associate Professor of Leadership,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Todd Connor,Todd,Connor,Adjunct Assistant Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Harry L. Davis,Harry,Davis,Roger L. and Rachel M. Goetz Distinguished Service Professor of Creative Management Emeritus,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Emeritus
Kathleen Fitzgerald,Kathleen,Fitzgerald,Clinical Professor of Strategic Management,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Ghian Foreman,Ghian,Foreman,Adjunct Assistant Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Caroline Grossman,Caroline,Grossman,"Adjunct Associate Professor of Strategy; Executive Director, Rustandy Center for Social Sector Innovation",Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Andrew Leon Hanna,Andrew,Hanna,Adjunct Assistant Professor of Management,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Mary Ittelson,Mary,Ittelson,Adjunct Associate Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Marc Knez,Marc,Knez,Clinical Professor of Strategic Management,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Paul Mang,Paul,Mang,Adjunct Associate Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Stephen Morrissette,Stephen,Morrissette,Visiting Professor of Business Administration,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Visiting
Priya Parrish,Priya,Parrish,Adjunct Associate Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Randal C. Picker,Randal,Picker,James Parker Hall Distinguished Service Professor of Law,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Professor
Darryl Pure,Darryl,Pure,Clinical Professor of Leadership,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Britt Raphling,Britt,Raphling,Clinical Associate Professor of Leadership,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Guy Rolnik,Guy,Rolnik,Clinical Professor of Strategic Management,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Gary Silberg,Gary,Silberg,Adjunct Assistant Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Lisa Stefanac,Lisa,Stefanac,Clinical Professor of Leadership,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Clinical Professor
Nancy Tennant,Nancy,Tennant,Adjunct Professor of Leadership,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Ernst Valery,Ernst,Valery,Adjunct Professor of Strategic Management,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Susana Vasquez,Susana,Vasquez,Adjunct Assistant Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
Chris Wheat,Chris,Wheat,Adjunct Associate Professor of Strategy,Strategy and Leadership,Strategy,University of Chicago (Booth School of Business),,Adjunct
