name,first_name,last_name,original_title,department,area,university,email,rank
Kunal Sachdeva,Kunal,Sachdeva,Assistant Professor of FinanceMichael R. and Mary Kay Hallman Faculty Fellowview additional titles,Finance,Finance,University of Michigan (Ross School of Business),,Assistant
Jeffrey Sanchez-Burks,Jeffrey,Sanchez-Burks,William Russell Kelly Professor of Business AdministrationProfessor of Management and Organizationsview additional titles,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Professor
Cindy Schipani,Cindy,Schipani,Merwin H. Waterman Collegiate Professor of Business AdministrationProfessor of Business Lawview additional titles,Business Law,Business Law,University of Michigan (Ross School of Business),,Professor
Eric Schwartz,Eric,Schwartz,Associate Professor of Marketing,Marketing,Marketing,University of Michigan (Ross School of Business),,Associate
Kevin Self,Kevin,Self,Lecturer of Strategy,Strategy,Strategy,University of Michigan (Ross School of Business),,Lecturer
Nejat Seyhun,Nejat,Seyhun,Jerome B. and Eileen M. York Professor of Business AdministrationProfessor of Financeview additional titles,Finance,Finance,University of Michigan (Ross School of Business),,Professor
Guy Shani,Guy,Shani,Lecturer of Strategy,Strategy,Strategy,University of Michigan (Ross School of Business),,Lecturer
Brit Sharoni,Brit,Sharoni,Assistant Professor of Strategy,Strategy,Strategy,University of Michigan (Ross School of Business),,Assistant
Zachary Sheinberg,Zachary,Sheinberg,Lecturer of Finance,Finance,Finance,University of Michigan (Ross School of Business),,Lecturer
Scott Shireman,Scott,Shireman,Clinical Associate Professor of Technology and Operations,Technology and Operations,Production and Operations,University of Michigan (Ross School of Business),,Clinical Professor
Ari Shwayder,Ari,Shwayder,Lecturer of Business Economics and Public PolicyWilliam Davidson Institute Research FellowFaculty Director of the Executive MBA Programview additional titles,Business Economics and Public Policy,Business Econ and Policy,University of Michigan (Ross School of Business),,Lecturer
Jordan Siegel,Jordan,Siegel,Jack D. Sparks-Whirlpool Corporation Research Professor of Business AdministrationProfessor of Strategyview additional titles,Strategy,Strategy,University of Michigan (Ross School of Business),,Professor
Jeff Sinclair,Jeff,Sinclair,Adjunct Professor of Business Administration,,,University of Michigan (Ross School of Business),,Adjunct
Jagadeesh Sivadasan,Jagadeesh,Sivadasan,Buzz and Judy Newton Professor of Business AdministrationProfessor of Business Economics and Public Policyview additional titles,Business Economics and Public Policy,Business Econ and Policy,University of Michigan (Ross School of Business),,Professor
Sara Soderstrom,Sara,Soderstrom,"Associate Professor of Management and OrganizationsAssociate Professor of Organizational Studies, LSAAssociate Professor of Program in the Environment, LSAview additional titles",Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Associate
Walter Sowden,Walter,Sowden,Lecturer of Management and Organizations,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Lecturer
Michael Speigl,Michael,Speigl,Lecturer of Marketing,Marketing,Marketing,University of Michigan (Ross School of Business),,Lecturer
Gretchen Spreitzer,Gretchen,Spreitzer,Associate Dean for Executive and Corporate RelationsKeith E. and Valerie J. Alessi Professor of Business AdministrationProfessor of Management and Organizationsview additional titles,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Professor
S Sriram,S,Sriram,Associate Dean for Graduate ProgramsDwight F. Benton Professor of Marketingview additional titles,Marketing,Marketing,University of Michigan (Ross School of Business),,Professor
Joshua Sukenic,Joshua,Sukenic,Lecturer of Marketing,Marketing,Marketing,University of Michigan (Ross School of Business),,Lecturer
Maxim Sytch,Maxim,Sytch,Professor of Management and Organizations,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Professor
Burcu Tasoluk,Burcu,Tasoluk,Lecturer of Marketing,Marketing,Marketing,University of Michigan (Ross School of Business),,Lecturer
Julian Terstegge,Julian,Terstegge,Assistant Professor of Finance,Finance,Finance,University of Michigan (Ross School of Business),,Assistant
Will Thomas,Will,Thomas,Assistant Professor of Business Law,Business Law,Business Law,University of Michigan (Ross School of Business),,Assistant
Kevin Thompson,Kevin,Thompson,Lecturer of Management and Organizations,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Lecturer
Stewart Thornhill,Stewart,Thornhill,Eugene Applebaum Professor of Entrepreneurial StudiesProfessor of Business Administrationview additional titles,Entrepreneurial Studies,Entrepreneurship,University of Michigan (Ross School of Business),,Professor
Loren Townes,Loren,Townes,Lecturer of Bushiness Administration,,,University of Michigan (Ross School of Business),,Lecturer
Francesca Truffa,Francesca,Truffa,Assistant Professor of Business Economics and Public Policy,Business Economics and Public Policy,Business Econ and Policy,University of Michigan (Ross School of Business),,Assistant
Timothy Webb,Timothy,Webb,Lecturer of Business AdministrationFaculty Director of Entrepreneurship Minor Programview additional titles,,,University of Michigan (Ross School of Business),,Lecturer
Kevin Wenzel,Kevin,Wenzel,Lecturer of Marketing,Marketing,Marketing,University of Michigan (Ross School of Business),,Lecturer
James Westphal,James,Westphal,Harvey C. Fruehauf Professor of Business AdministrationProfessor of Strategyview additional titles,Strategy,Strategy,University of Michigan (Ross School of Business),,Professor
Chris White,Chris,White,Lecturer of Management and Organizations,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Lecturer
Christopher Williams,Christopher,Williams,Arthur Andersen Professor of AccountingArea Chair of Accountingview additional titles,Accounting,Accounting,University of Michigan (Ross School of Business),,Professor
Jeff Williams,Jeff,Williams,Lecturer of Accounting,Accounting,Accounting,University of Michigan (Ross School of Business),,Lecturer
David Wooten,David,Wooten,Alfred L. Edwards Collegiate ProfessorUniversity Diversity & Social Transformation ProfessorProfessor of Marketingview additional titles,Marketing,Marketing,University of Michigan (Ross School of Business),,Professor
Monica Worline,Monica,Worline,Lecturer of Management and OrganizationsFaculty Director of the Center for Positive Organizationsview additional titles,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Lecturer
Andrew Wu,Andrew,Wu,Associate Professor of Technology and Operations,Technology and Operations,Production and Operations,University of Michigan (Ross School of Business),,Associate
Brian Wu,Brian,Wu,Robert G. Rodkey Collegiate Professor of Business AdministrationProfessor of Strategyview additional titles,Strategy,Strategy,University of Michigan (Ross School of Business),,Professor
Carolyn Yoon,Carolyn,Yoon,Associate Dean for Community and Global InitiativesWilbur K. Pierpont Collegiate Professor of ManagementProfessor of Marketingview additional titles,Marketing,Marketing,University of Michigan (Ross School of Business),,Professor
Amy Young,Amy,Young,Teaching Professor of Business CommunicationsLecturer of Business Comminicationsview additional titles,Business Communication,Business Communication,University of Michigan (Ross School of Business),,Lecturer
Gwen Yu,Gwen,Yu,Professor of AccountingMichael and Joan Sakkinen Faculty FellowAccounting Faculty Doctoral Coordinatorview additional titles,Accounting,Accounting,University of Michigan (Ross School of Business),,Professor
Siyu Yu,Siyu,Yu,Assistant Professor of Management and Organizations,Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Assistant
Yue Maggie Zhou,Yue,Zhou,Professor of Strategy,Strategy,Strategy,University of Michigan (Ross School of Business),,Professor
Ran Zhuo,Ran,Zhuo,Assistant Professor of Technology and Operations,Technology and Operations,Production and Operations,University of Michigan (Ross School of Business),,Assistant
Charlene Zietsma,Charlene,Zietsma,"Professor of Management and OrganizationsMax McGraw Professor of Sustainable Enterprise, SEASview additional titles",Management and Organizations,Management Organizations (Org. Behavior),University of Michigan (Ross School of Business),,Professor
Sarah Zimmerman,Sarah,Zimmerman,Lecturer of Business Communication,Business Communication,Business Communication,University of Michigan (Ross School of Business),,Lecturer
Eric Zou,Eric,Zou,Sanford R. Robertson Assistant Professor of Business AdministrationAssistant Professor of Business Economics and Public Policyview additional titles,Business Economics and Public Policy,Business Econ and Policy,University of Michigan (Ross School of Business),,Assistant
