name,first_name,last_name,original_title,department,area,university,email,rank
Joel C. Peterson (1947–2025),Joel,(1947–2025),Adjunct Professor,,,Stanford University (Graduate School of Business),,Adjunct
Jeffrey Pfeffer,Jeffrey,Pfeffer,"Professor,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Professor
Paul Pfleiderer,Paul,Pfleiderer,"Professor Emeritus,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Emeritus
Monika Piazzesi,Monika,Piazzesi,"Professor (by courtesy),Finance",Finance,Finance,Stanford University (Graduate School of Business),,Professor
Joseph D. Piotroski,Joseph,Piotroski,"Professor,Accounting",Accounting,Accounting,Stanford University (Graduate School of Business),,Professor
Erica Plambeck,Erica,Plambeck,"Professor,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Professor
Jerry I. Porras,Jerry,Porras,"Professor Emeritus,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Emeritus
Evan L. Porteus,Evan,Porteus,"Professor Emeritus,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Emeritus
Walter W. Powell,Walter,Powell,"Professor (by courtesy),Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Professor
Balaji Prabhakar,Balaji,Prabhakar,"Professor (by courtesy),Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Professor
Andrew S. Rachleff,Andrew,Rachleff,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Erik Ragatz,Erik,Ragatz,"Lecturer,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Lecturer
Anne Raimondi,Anne,Raimondi,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Hayagreeva Rao,Hayagreeva,Rao,"Professor,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Professor
Matthew Rascoff,Matthew,Rascoff,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Joshua D. Rauh,Joshua,Rauh,"Professor,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Professor
Michael L. Ray,Michael,Ray,"Professor Emeritus,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Emeritus
Stefan J. Reichelstein,Stefan,Reichelstein,"Professor Emeritus,Accounting",Accounting,Accounting,Stanford University (Graduate School of Business),,Emeritus
Peter C. Reiss,Peter,Reiss,"Professor Emeritus,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Emeritus
Barry Rhein,Barry,Rhein,"Lecturer,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Lecturer
Condoleezza Rice,Condoleezza,Rice,"Professor,Political Economy",Political Economy,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Gerald Risk,Gerald,Risk,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
John Roberts (1945–2026),John,(1945–2026),"Professor Emeritus,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Emeritus
Matthew Rogers,Matthew,Rogers,"Lecturer,Accounting",Accounting,Accounting,Stanford University (Graduate School of Business),,Lecturer
Howie Rosen,Howie,Rosen,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Sara Rosenthal,Sara,Rosenthal,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Daniela Saban,Daniela,Saban,"Associate Professor,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Associate
Navdeep S. Sahni,Navdeep,Sahni,"Professor,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Professor
Garth Saloner,Garth,Saloner,"Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Yuliy Sannikov,Yuliy,Sannikov,"Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Debra Schifrin,Debra,Schifrin,"Lecturer,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Lecturer
Martin K. Schneider,Martin,Schneider,"Professor (by courtesy),Finance",Finance,Finance,Stanford University (Graduate School of Business),,Professor
Myron S. Scholes,Myron,Scholes,"Professor Emeritus,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Emeritus
Kevin A. Schulman,Kevin,Schulman,"Professor (by courtesy),Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Professor
Heiner Schulz,Heiner,Schulz,"Lecturer,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Lecturer
John Michael Scull,John,Scull,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Ilya Segal,Ilya,Segal,"Professor (by courtesy),Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Amit Seru,Amit,Seru,"Professor,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Professor
Prasad Setty,Prasad,Setty,"Lecturer,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Lecturer
Yifat Sharabi Levine,Yifat,Levine,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
William F. Sharpe,William,Sharpe,"Professor Emeritus,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Emeritus
Kathryn Shaw,Kathryn,Shaw,"Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Baba Shiv,Baba,Shiv,"Professor,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Professor
Ken Shotts,Ken,Shotts,"Professor,Political Economy",Political Economy,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Robert E. Siegel,Robert,Siegel,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Russell Siegelman,Russell,Siegelman,"Lecturer,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Lecturer
Itamar Simonson,Itamar,Simonson,"Professor Emeritus,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Emeritus
David Byrd Singer,David,Singer,"Lecturer,Accounting",Accounting,Accounting,Stanford University (Graduate School of Business),,Lecturer
Sara Singer,Sara,Singer,"Professor (by courtesy),Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Professor
Harpinder Singh,Harpinder,Singh,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Kenneth J. Singleton,Kenneth,Singleton,"Professor Emeritus,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Emeritus
Andrzej Skrzypacz,Andrzej,Skrzypacz,"Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Kevin Smith,Kevin,Smith,"Associate Professor,Accounting",Accounting,Accounting,Stanford University (Graduate School of Business),,Associate
Paulo Somaini,Paulo,Somaini,"Associate Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Associate
Jesper B. Sørensen,Jesper,Sørensen,"Professor,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Professor
Sarah A. Soule,Sarah,Soule,Dean,,,Stanford University (Graduate School of Business),,Dean
A. Michael Spence,A.,Spence,"Professor and Dean Emeritus,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Emeritus
Jann Spiess,Jann,Spiess,"Associate Professor,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Associate
V. “Seenu” Srinivasan,V.,Srinivasan,"Professor Emeritus,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Emeritus
Kim Starkey,Kim,Starkey,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Delaney Steele,Delaney,Steele,"Lecturer,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Lecturer
Ilya A. Strebulaev,Ilya,Strebulaev,"Professor,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Professor
Juan Carlos Suárez Serrato,Juan,Serrato,"Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Takuo Sugaya,Takuo,Sugaya,"Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Gus Tai,Gus,Tai,"Lecturer,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Lecturer
Kevin M. Taweel,Kevin,Taweel,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Christopher Tonetti,Christopher,Tonetti,"Associate Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Associate
Zakary Tormala,Zakary,Tormala,"Professor,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Professor
Robert Urstein,Robert,Urstein,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
James C. Van Horne (1935–2025),James,(1935–2025),"Professor Emeritus,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Emeritus
Shoshana Vasserman,Shoshana,Vasserman,"Associate Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Associate
Vikrant Vig,Vikrant,Vig,"Professor,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Professor
Madalina Vlasceanu,Madalina,Vlasceanu,"Assistant Professor (by courtesy),Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Assistant
Mark Voorsanger,Mark,Voorsanger,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
John J. Vrionis Jr.,John,Jr.,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Stefan Wager,Stefan,Wager,"Associate Professor,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Associate
Gregory Waldorf,Gregory,Waldorf,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Collin Wallace,Collin,Wallace,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Yuyan Wang,Yuyan,Wang,"Assistant Professor,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Assistant
Jay Watkins,Jay,Watkins,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
John G. Watson,John,Watson,"Lecturer,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Lecturer
Graham Weaver,Graham,Weaver,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Lawrence M. Wein,Lawrence,Wein,"Professor Emeritus,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Emeritus
Peter C. Wendell,Peter,Wendell,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Steve Westly,Steve,Westly,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Seungjin Whang,Seungjin,Whang,"Professor Emeritus,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Emeritus
S. Christian Wheeler,S.,Wheeler,"Professor,Marketing",Marketing,Marketing,Stanford University (Graduate School of Business),,Professor
Amy Wilkinson,Amy,Wilkinson,"Lecturer,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Lecturer
Robb Willer,Robb,Willer,"Professor (by courtesy),Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Professor
Felicia Williams Cosey,Felicia,Cosey,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Robert Wilson,Robert,Wilson,"Professor Emeritus,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Emeritus
Donald Wood,Donald,Wood,"Lecturer,Accounting",Accounting,Accounting,Stanford University (Graduate School of Business),,Lecturer
Janet Xu,Janet,Xu,"Assistant Professor,Organizational Behavior",Organizational Behavior,Management Organizations (Organizational Behavior),Stanford University (Graduate School of Business),,Assistant
Kuang Xu,Kuang,Xu,"Associate Professor,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Associate
Ali Yurukoglu,Ali,Yurukoglu,"Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Professor
Stefanos Zenios,Stefanos,Zenios,"Professor,Operations, Information & Technology","Operations, Information and Technology",Production and Operations,Stanford University (Graduate School of Business),,Professor
Weijie Zhong,Weijie,Zhong,"Associate Professor,Economics",Economics,Business Econ and Policy,Stanford University (Graduate School of Business),,Associate
Peter Ziebelman,Peter,Ziebelman,Lecturer,,,Stanford University (Graduate School of Business),,Lecturer
Jeffrey Zwiebel,Jeffrey,Zwiebel,"Professor,Finance",Finance,Finance,Stanford University (Graduate School of Business),,Professor
